bmb_file.bmb01,bmb_file.bmb02,bmb_file.bmb03,bmb_file.bmb04,bmb_file.bmb05,bmb_file.bmb06,bmb_file.bmb07,bmb_file.bmb08,bmb_file.bmb09,bmb_file.bmb10,bmb_file.bmb10_fac,bmb_file.bmb10_fac2,bmb_file.bmb11,bmb_file.bmb13,bmb_file.bmb14,bmb_file.bmb15,bmb_file.bmb16,bmb_file.bmb17,bmb_file.bmb18,bmb_file.bmb19,bmb_file.bmb20,bmb_file.bmb21,bmb_file.bmb22,bmb_file.bmb23,bmb_file.bmb24,bmb_file.bmb25,bmb_file.bmb26,bmb_file.bmb27,bmb_file.bmb28,bmb_file.bmbmodu,bmb_file.bmbdate,bmb_file.bmbcomm,bmb_file.bmb29,bmb_file.bmb30,bmb_file.bmb31,bmb_file.bmb33,bmb_file.bmbud01,bmb_file.bmbud02,bmb_file.bmbud03,bmb_file.bmbud04,bmb_file.bmbud05,bmb_file.bmbud06,bmb_file.bmbud07,bmb_file.bmbud08,bmb_file.bmbud09,bmb_file.bmbud10,bmb_file.bmbud11,bmb_file.bmbud12,bmb_file.bmbud13,bmb_file.bmbud14,bmb_file.bmbud15,bmb_file.bmb081,bmb_file.bmb082,bmb_file.bmb36,bmb_file.bmb37,ima02,,,,,,,0.30%,
17PX12A06TMI,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,17PX12A06TMISBT JM-9,,,,,,,
20MX12A0675R,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,20MX12A0675RFA,,,,,,,
20MX12A0675R,,0000-100011,,,276,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,20MX12A0675RSEMEN,,,,,,,
20MX12A0675R,,0000-100030,,,180,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,20MX12A0675RWATER,,,,,,,180
20MX12A0675R,,0000-100097,,,463,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STEEL DUST,20MX12A0675RSTEEL DUST,,,,,,,463
20MX12A0675R,,0000-100090,,,293,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,20MX12A0675RAGG1,,,,,,,
20MX12A0675R,,0000-100091,,,672,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,20MX12A0675RAGG2,,,,,,,
20MX12A0675R,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,20MX12A0675RAGG3,,,,,,,
20MX12A0675R,,0000-100094,,,423,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,20MX12A0675RSAND,,,,,,,
20MX12A0675R,,0002-100020,,,0.828,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,20MX12A0675RSBT CON-M,20MX12A0675RFA,0,20MX12A0675RSEMEN,276,276,0.828,
20MX12A0675R,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,20MX12A0675RSBT PCA-8S,,,,,,,
20MX12A0675R,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,20MX12A0675RSBT JM-9,,,,,,,
20MX12A067XX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,20MX12A067XXFA,,,,,,,
20MX12A067XX,,0000-100011,,,281,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,20MX12A067XXSEMEN,,,,,,,
20MX12A067XX,,0000-100030,,,178,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,20MX12A067XXWATER,,,,,,,178
20MX12A067XX,,0000-100097,,,464,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STEEL DUST,20MX12A067XXSTEEL DUST,,,,,,,464
20MX12A067XX,,0000-100090,,,293,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,20MX12A067XXAGG1,,,,,,,
20MX12A067XX,,0000-100091,,,672,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,20MX12A067XXAGG2,,,,,,,
20MX12A067XX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,20MX12A067XXAGG3,,,,,,,
20MX12A067XX,,0000-100094,,,424,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,20MX12A067XXSAND,,,,,,,
20MX12A067XX,,0002-100020,,,0.843,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,20MX12A067XXSBT CON-M,20MX12A067XXFA,0,20MX12A067XXSEMEN,281,281,0.843,
20MX12A067XX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,20MX12A067XXSBT PCA-8S,,,,,,,
20MX12A067XX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,20MX12A067XXSBT JM-9,,,,,,,
24MX12A069XR,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,24MX12A069XRFA,,,,,,,
24MX12A069XR,,0000-100011,,,309,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,24MX12A069XRSEMEN,,,,,,,
24MX12A069XR,,0000-100030,,,180,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,24MX12A069XRWATER,,,,,,,180
24MX12A069XR,,0000-100097,,,449,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STEEL DUST,24MX12A069XRSTEEL DUST,,,,,,,449
24MX12A069XR,,0000-100090,,,293,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,24MX12A069XRAGG1,,,,,,,
24MX12A069XR,,0000-100091,,,672,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,24MX12A069XRAGG2,,,,,,,
24MX12A069XR,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,24MX12A069XRAGG3,,,,,,,
24MX12A069XR,,0000-100094,,,409,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,24MX12A069XRSAND,,,,,,,
24MX12A069XR,,0002-100020,,,0.927,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,24MX12A069XRSBT CON-M,24MX12A069XRFA,0,24MX12A069XRSEMEN,309,309,0.927,
24MX12A069XR,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,24MX12A069XRSBT PCA-8S,,,,,,,
24MX12A069XR,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,24MX12A069XRSBT JM-9,,,,,,,
25MX12A06RST,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,25MX12A06RSTFA,,,,,,,
25MX12A06RST,,0000-100011,,,393,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25MX12A06RSTSEMEN,,,,,,,
25MX12A06RST,,0000-100030,,,185,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25MX12A06RSTWATER,,,,,,,185
25MX12A06RST,,0000-100097,,,412,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STEEL DUST,25MX12A06RSTSTEEL DUST,,,,,,,412
25MX12A06RST,,0000-100090,,,300,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25MX12A06RSTAGG1,,,,,,,
25MX12A06RST,,0000-100091,,,699,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25MX12A06RSTAGG2,,,,,,,
25MX12A06RST,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25MX12A06RSTAGG3,,,,,,,
25MX12A06RST,,0000-100094,,,367,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25MX12A06RSTSAND,,,,,,,
25MX12A06RST,,0002-100020,,,1.179,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,25MX12A06RSTSBT CON-M,25MX12A06RSTFA,0,25MX12A06RSTSEMEN,393,393,1.179,
25MX12A06RST,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,25MX12A06RSTSBT PCA-8S,,,,,,,
25MX12A06RST,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,25MX12A06RSTSBT JM-9,,,,,,,
25PX12A06TMI,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,25PX12A06TMIFA,,,,,,,
25PX12A06TMI,,0000-100011,,,311,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25PX12A06TMISEMEN,,,,,,,
25PX12A06TMI,,0000-100030,,,185,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25PX12A06TMIWATER,,,,,,,185
25PX12A06TMI,,0000-100097,,,614,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STEEL DUST,25PX12A06TMISTEEL DUST,,,,,,,614
25PX12A06TMI,,0000-100090,,,295,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25PX12A06TMIAGG1,,,,,,,
25PX12A06TMI,,0000-100091,,,689,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25PX12A06TMIAGG2,,,,,,,
25PX12A06TMI,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25PX12A06TMIAGG3,,,,,,,
25PX12A06TMI,,0000-100094,,,245,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25PX12A06TMISAND,,,,,,,
25PX12A06TMI,,0002-100020,,,0.933,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,25PX12A06TMISBT CON-M,25PX12A06TMIFA,0,25PX12A06TMISEMEN,311,311,0.933,
25PX12A06TMI,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,25PX12A06TMISBT PCA-8S,,,,,,,
25PX12A06TMI,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,25PX12A06TMISBT JM-9,,,,,,,
25PX12A06WHM,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,25PX12A06WHMFA,,,,,,,
25PX12A06WHM,,0000-100011,,,390,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25PX12A06WHMSEMEN,,,,,,,
25PX12A06WHM,,0000-100030,,,165,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25PX12A06WHMWATER,,,,,,,165
25PX12A06WHM,,0000-100097,,,258,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STEEL DUST,25PX12A06WHMSTEEL DUST,,,,,,,258
25PX12A06WHM,,0000-100090,,,325,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25PX12A06WHMAGG1,,,,,,,
25PX12A06WHM,,0000-100091,,,759,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25PX12A06WHMAGG2,,,,,,,
25PX12A06WHM,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25PX12A06WHMAGG3,,,,,,,
25PX12A06WHM,,0000-100094,,,493,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25PX12A06WHMSAND,,,,,,,
25PX12A06WHM,,0002-100020,,,1.17,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,25PX12A06WHMSBT CON-M,25PX12A06WHMFA,0,25PX12A06WHMSEMEN,390,390,1.17,
25PX12A06WHM,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,25PX12A06WHMSBT PCA-8S,,,,,,,
25PX12A06WHM,,0002-100202,,,2.923,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,25PX12A06WHMSBT JM-9,,,,,,,
30FD12A06WTT,,0000-000015,,,80,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,30FD12A06WTTFA,,,,,,,
30FD12A06WTT,,0000-100011,,,320,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,30FD12A06WTTSEMEN,,,,,,,
30FD12A06WTT,,0000-100030,,,165,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,30FD12A06WTTWATER,,,,,,,165
30FD12A06WTT,,0000-100097,,,265,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STEEL DUST,30FD12A06WTTSTEEL DUST,,,,,,,265
30FD12A06WTT,,0000-100090,,,309,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,30FD12A06WTTAGG1,,,,,,,
30FD12A06WTT,,0000-100091,,,722,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,30FD12A06WTTAGG2,,,,,,,
30FD12A06WTT,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,30FD12A06WTTAGG3,,,,,,,
30FD12A06WTT,,0000-100094,,,509,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,30FD12A06WTTSAND,,,,,,,
30FD12A06WTT,,0002-100020,,,1.2,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,30FD12A06WTTSBT CON-M,30FD12A06WTTFA,80,30FD12A06WTTSEMEN,320,400,1.2,
30FD12A06WTT,,0002-100021,,,2,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,30FD12A06WTTSBT PCA-8S,,,,,,,
30FD12A06WTT,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,30FD12A06WTTSBT JM-9,,,,,,,
30FI12A06GEL,,0000-000015,,,57,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,30FI12A06GELFA,,,,,,,
30FI12A06GEL,,0000-100011,,,321,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,30FI12A06GELSEMEN,,,,,,,
30FI12A06GEL,,0000-100030,,,160,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,30FI12A06GELWATER,,,,,,,160
30FI12A06GEL,,0000-100097,,,600,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STEEL DUST,30FI12A06GELSTEEL DUST,,,,,,,600
30FI12A06GEL,,0000-100090,,,300,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,30FI12A06GELAGG1,,,,,,,
30FI12A06GEL,,0000-100091,,,700,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,30FI12A06GELAGG2,,,,,,,
30FI12A06GEL,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,30FI12A06GELAGG3,,,,,,,
30FI12A06GEL,,0000-100094,,,239,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,30FI12A06GELSAND,,,,,,,
30FI12A06GEL,,0002-100020,,,1.134,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,30FI12A06GELSBT CON-M,30FI12A06GELFA,57,30FI12A06GELSEMEN,321,378,1.134,
30FI12A06GEL,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,30FI12A06GELSBT PCA-8S,,,,,,,
30FI12A06GEL,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,30FI12A06GELSBT JM-9,,,,,,,
30MI06C06TMI,,0000-000015,,,56,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,30MI06C06TMIFA,,,,,,,
30MI06C06TMI,,0000-100011,,,318,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,30MI06C06TMISEMEN,,,,,,,
30MI06C06TMI,,0000-100030,,,165,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,30MI06C06TMIWATER,,,,,,,165
30MI06C06TMI,,0000-100097,,,421,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STEEL DUST,30MI06C06TMISTEEL DUST,,,,,,,421
30MI06C06TMI,,0000-100090,,,1025,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,30MI06C06TMIAGG1,,,,,,,
30MI06C06TMI,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,30MI06C06TMIAGG2,,,,,,,
30MI06C06TMI,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,30MI06C06TMIAGG3,,,,,,,
30MI06C06TMI,,0000-100094,,,377,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,30MI06C06TMISAND,,,,,,,
30MI06C06TMI,,0002-100020,,,1.122,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,30MI06C06TMISBT CON-M,30MI06C06TMIFA,56,30MI06C06TMISEMEN,318,374,1.122,
30MI06C06TMI,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,30MI06C06TMISBT PCA-8S,,,,,,,
30MI06C06TMI,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,30MI06C06TMISBT JM-9,,,,,,,
30MI14A06MBA,,0000-000015,,,62,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,30MI14A06MBAFA,,,,,,,
30MI14A06MBA,,0000-100011,,,353,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,30MI14A06MBASEMEN,,,,,,,
